video_id,titulo,descricao,canal,channel_id,data_publicacao,views_video,likes_video,comentarios_video,duracao_segundos,tags,inscritos_canal,inscritos_ocultos,visualizacoes_canal,total_videos_canal
8DM-lRtWchA,Recorde do bitcoin: o ouro digital?,"O bitcoin bateu mais uma máxima histórica. Nesta quarta-feira, vinte e um de maio, a maior das criptomoedas chegou a ser negociada por cento e nove mil quinhentos e sessenta e cinco dólares por unidade. É um valor que equivale a mais de seiscentos mil reais. Para se ter uma noção, os dois vencedores da última Mega Sena, que ganharam cinquenta e um milhões de reais cada um, só teriam dinheiro para comprar um pouco mais de oitenta e quatro bitcoins. Essa nova máxima da moeda digital vem quatro meses depois da última, em 20 de janeiro. Na época, o bitcoin já tinha chegado aos cento e nove mil dólares, mas o tarifaço dos Estados Unidos entrou no meio do caminho. Ou seja, muitos investidores preferiram realizar ganhos depois que a criptomoeda registrou uma alta de mais de cem por cento em 2024. A sensação de instabilidade e o medo de uma disrupção no comércio global só melhorou após o presidente Donald Trump voltar atrás e começar a fazer acordos com diversas nações. Agora, os analistas acreditam que o bitcoin tem todas as condições para continuar subindo. A criptomoeda caiu um pouco depois de atingir seu recorde, mas a avaliação é de que os fundamentos continuam intactos. Fora isso, o cenário regulatório global está mais favorável para as criptomoedas. O dinheiro de grandes investidores institucionais está fluindo para esse tipo de ativo, com empresas como a BlackRock cada vez mais envolvidas com cripto. Daí, a tese de que o bitcoin pode se tornar o ouro do mundo digital ganha força, com muita gente começando a usar o ativo para se proteger da inflação. Só que vale lembrar que o bitcoin ainda é um ativo de risco, e dos mais voláteis. Então uma correção agora é bem provável. Comprar um ativo na máxima histórica não costuma ser a melhor das decisões a menos que o investidor olhe para um prazo bem longo.",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-21T23:14:49Z,437,14,1,110,"['Valor Econômico', 'Valor economico', 'criptomoeda', 'digital', 'bitcoin[', 'bitcoin', 'ouro digital', 'bit', 'coin', 'crpto', 'cripto', 'moeda', 'trump', 'Trump', 'bolsa']",151000,False,19768414,5074
_gx_wdAeclU,O FUTURO DO MERCADO DE TRABALHO | CAMINHOS DO BRASIL,"O uso da inteligência artificial está mudando, entre outras áreas, o mercado de trabalho, transformando empregos e o perfil dos profissionais. A capacidade de ser multitarefa e realizar dezenas de atividades num único dia é cada vez mais celebrada, mas pode ter impacto negativo na hora de gerir o próprio tempo. Quais serão as novas oportunidades que as próximas gerações terão, as habilidades exigidas dos profissionais do futuro, e o impacto delas na vida de cada um?

Para discutir o tema reunimos Carlos Augusto Lopes, vice-presidente da IBM Consulting América Latina; Luiz Tonisi, presidente da Qualcomm América Latina; Marcelo Viana, diretor-geral do Instituto de Matemática Pura e Aplicada; e Rafael Segrera, CEO da Schneider Electric América do Sul. A mediação é de Glauce Cavalcanti, jornalista do GLOBO, e Stela Campos, editora de carreira do Valor Econômico.  

O Caminhos do Brasil é uma iniciativa dos jornais Valor Econômico e O GLOBO e da rádio CBN, com patrocínio do Sistema Comércio, através da CNC, do Sesc, do Senac e de suas federações.",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-21T03:14:11Z,437,30,0,6566,"['Valor Econômico', 'Valor economico', 'Live do Valor', 'Live do Dia', 'Caminhos do Brasil', 'Inteligência artificial', 'mercado de trabalho', 'Stela Campos', 'Carreira']",151000,False,19768414,5074
9FoBtN9PiMw,"Lula: ""Estamos preparando para anunciar o programa Mais Especialista"" | ASPAS",Programa de acesso a médico especialista faz parte de uma das três ações que o governo federal pretende lançar até o fim do ano. LEIA MAIS: https://valor.globo.com/politica/noticia/2025/05/20/governo-promete-lancar-tres-novos-programas-as-pessoas-que-mais-necessitam-ainda-em-2025.ghtml,Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-20T18:06:11Z,1098,27,11,195,"['Valor Econômico', 'Valor economico', 'marcha dos prefeitos', 'marcha', 'Lula', 'mais especialista', 'novo programa do governo de acesso a medicos', 'medicos especialistas']",151000,False,19768414,5074
N-hGTv1sBDA,"Lula: ""Vamos anunciar política de crédito para reforma de casa"" | ASPAS","A declaração foi feita na sessão solene de abertura da Marcha dos Prefeitos. Ministros de governo e dos presidentes da Câmara, Hugo Motta (Republicanos-PB) e do Senado, Davi Alcolumbre (União-AP) também estavam presentes. LEIA MAIS: https://valor.globo.com/politica/noticia/2025/05/20/governo-promete-lancar-tres-novos-programas-as-pessoas-que-mais-necessitam-ainda-em-2025.ghtml",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-20T17:38:24Z,1950,59,41,81,"['Valor Econômico', 'Valor economico', 'Lula', 'marcha dos prefeitos', 'Brasília', 'ministros', 'Rui costa', 'Marcha dos Prefeitos', 'reforma de casa', 'obra em casa', 'dinheiro para obra']",151000,False,19768414,5074
OJIb6flPEsg,"Lula: ""O PAC Seleções vai ser feito outra vez"" | ASPAS","Lula afirmou que o PAC Seleções, programa que realiza obras e empreendimentos para a população brasileira em áreas como saúde e infraestrutura, será lançado novamente, mas para a construção de casas. LEIA MAIS: https://valor.globo.com/politica/noticia/2025/05/20/lula-diz-que-problemas-precisam-ser-resolvidos-em-mesa-de-negociacao-nao-no-judiciario.ghtml",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-20T17:09:45Z,211,4,2,42,"['Valor Econômico', 'Valor economico']",151000,False,19768414,5074
4NI9eyHMHuU,"Lula: ""As coisas só podem ir para o Judiciário quando nossa capacidade de política foi exaurida""","Lula: ""É preciso que a gente aprenda que os problemas devem ser resolvidos numa mesa de negociação e não no Judiciário."" A declaração foi feita na sessão solene de abertura da Marcha dos Prefeitos. Ministros de governo e dos presidentes da Câmara, Hugo Motta (Republicanos-PB) e do Senado, Davi Alcolumbre (União-AP) também estavam presentes. LEIA MAIS: https://valor.globo.com/politica/noticia/2025/05/20/lula-diz-que-problemas-precisam-ser-resolvidos-em-mesa-de-negociacao-nao-no-judiciario.ghtml",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-20T16:48:21Z,1467,27,31,85,"['Valor Econômico', 'Valor economico', 'Marcha dos Prefeitos', 'Lula', 'judiciário', 'mesa de negociação']",151000,False,19768414,5074
5pcMQJ2Ghdw,"Lula sobre Rui Costa: ""O governador mais bem-sucedido da Bahia joga no meu governo"" | ASPAS","O presidente Luiz Inácio Lula da Silva (PT) elogiou o ministro da Casa Civil, Rui Costa, após notícias de que ele estaria desgastado no governo. O aceno foi feito por Lula na abertura da Marcha dos Prefeitos, evento em Brasília nesta terça-feira, dia 20. O ministro da Casa Civil é apontado como um dos suspeitos de ter vazado a quebra de protocolo da primeira-dama em jantar com o presidente chinês Xi Jinping sobre a rede social TikTok. LEIA MAIS: https://valor.globo.com/politica/noticia/2025/05/20/lula-diz-que-problemas-precisam-ser-resolvidos-em-mesa-de-negociacao-nao-no-judiciario.ghtml",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-20T16:19:06Z,1115,15,26,47,"['Valor Econômico', 'Valor economico', 'Lula', 'marcha dos prefeitos', 'Rui Costa', 'tiktok', 'janja']",151000,False,19768414,5074
5GLsWKrvAfY,Summit Brazil-USA 2025 - Valor Econômico,"AO VIVO | Acompanhe a 2ª edição do Summit Brazil–USA, realizado pelo Valor Econômico. O evento reúne autoridades, empresários e especialistas do Brasil e dos Estados Unidos para discutir os impactos do novo cenário geopolítico e econômico global. A programação aborda as transformações nas relações bilaterais, os 100 dias do governo Donald Trump, a relação comercial entre os dois países sob a ótica das empresas, a agenda de sustentabilidade e o posicionamento do governo brasileiro diante desse novo contexto. Em meio à instabilidade política americana, à alta do dólar e ao avanço de pautas conservadoras, o encontro propõe uma análise estratégica sobre os desafios e as oportunidades que se apresentam para as duas nações.",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-19T14:19:47Z,178,6,0,18619,"['Valor Econômico', 'Valor economico', 'Summit Brazil-USA 2025', 'Economia global', 'Sustentabilidade', 'Política internacional', 'Brazil week', '2ª edição do Summit Brazil–USA', '2025 em NY']",151000,False,19768414,5074
cmdIivFhURQ,"Rumores sobre pacote de expansão de gastos públicos marcaram os mercados na semana, entenda","A semana fecha com a volta do receio de agentes financeiros com a política fiscal, após informações de que o governo prepara um pacote de medidas para alavancar sua popularidade. Oi, eu sou Lais Godinho e este é o boletim de mercados do Valor, com um resumo do que foi destaque da semana na economia e nas finanças.",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-18T21:18:22Z,232,29,0,262,"['Valor Econômico', 'Valor economico', 'finanças', 'dólar', 'bolsa', 'empresas', 'ibovespa', 'resumo da semana']",151000,False,19768414,5074
zCvFgvrJ5ZA,O mal menor | RESUMO DA POLÍTICA,"A semana na política,  bastante esvaziada em Brasília,  foi marcada pelo crescimento da pressão para que seja instalada uma Comissão Parlamentar Mista de Inquérito para investigar o escândalo do INSS. @LulaOficial @minprevidencia @camaradosdeputadosoficial @INSSOficial 
Governistas já admitem que a instalação é inevitável e buscam formulas para controlar a CPI. Existem duas figuras estratégicas nessas comissões: a presidência e a relatoria. Em 2023, os governistas manobraram e ficaram com a relatoria de uma Comissão proposta pela oposição,  a que investigou os atos de 8 de janeiro.  Isso fez com que os efeitos negativos da CPI fossem mitigados. CPIs nunca são boas para o Palácio do Planalto e lutar pra ficar com o comando de uma delas é sinal de que os governistas já adotam uma estratégia de minimização de danos. Isso ficou claro na audiência de quinta-feira no Senado com o ministro da Previdência, Wolney Queiroz. O escândalo do INSS de longe é o assunto que mais chama a atenção na opinião pública,  como pesquisas de monitoramento de redes sociais deixaram é evidente. Pesquisas de avaliação de governo nos próximos dias devem confirmar uma reversão na tendência de recuperação da imagem do presidente Lula vinha se desenhando.",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-16T21:26:32Z,901,8,1,96,"['Valor Econômico', 'Valor economico', 'Política na Semana', 'César Felício', 'INSS', 'CPI', 'Comissão Parlamentar Mista de Inquérito', 'ministro da Previdência', 'Wolney Queiroz', 'Presidente Lula', 'Lula', 'Governo Federal']",151000,False,19768414,5074
1Iq9p1o1Nyw,"""Mesmo em turbulência, há estratégias de gestão que as empresas podem adotar"", diz Falconi","CEO da consultoria Falconi, Alexandre Ribas, diz que, mesmo em momentos de turbulência elevada, como o contexto global atual, há estratégias de gestão que as empresas podem adotar. LEIA MAIS: https://valor.globo.com/brasil/summit-brazil-usa/noticia/2025/05/14/summit-brazil-usa-evento-do-valor-em-ny-discute-relacoes-entre-eua-e-brasil.ghtml",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-15T22:38:52Z,119,9,0,238,"['Valor Econômico', 'Valor economico', 'SUMMIT VALOR ECONÔMICO', 'SUMMIT Brasil - Estados Unidos', 'Álvaro Campos', 'Alexandre Ribas', 'Consultoria Falconi']",151000,False,19768414,5074
F-DdFvBu1Cg,"Palavra de ordem para o Brasil deve ser equidistância entre EUA e China, diz Trabuco","""O Brasil está no foco de vários atores, discutindo as oportunidades nesse novo mundo que está se abrindo"", destaca presidente do conselho de administração do Bradesco. LEIA MAIS: https://valor.globo.com/brasil/summit-brazil-usa/noticia/2025/05/14/summit-brazil-usa-evento-do-valor-em-ny-discute-relacoes-entre-eua-e-brasil.ghtml",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-15T22:36:59Z,53,4,0,217,"['Valor Econômico', 'Valor economico', 'SUMMIT VALOR ECONÔMICO', 'SUMMIT Brasil - Estados Unidos', 'Tarifas', 'Trump', 'Donald Trump', 'Álvaro Campos', 'Luiz Carlos Trabuco', 'Bradesco']",151000,False,19768414,5074
fDvdITPIKK0,Durigan diz que gestão fiscal terá 'rigor' e 'transparência',"""A gestão fiscal vai continuar com rigor e dentro do necessário com contigenciamento e bloqueio"", diz o secretário-executivo da Fazenda, Dario Durigan, no evento do Valor Econômico, em NY, Summit Brazil-USA, referindo-se ao anúncio que o governo fará na semana que vem em apresentação do do relatório bimestral. LEIA MAIS: https://valor.globo.com/brasil/summit-brazil-usa/noticia/2025/05/14/summit-brazil-usa-evento-do-valor-em-ny-discute-relacoes-entre-eua-e-brasil.ghtml",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-15T22:35:02Z,97,4,0,823,"['Valor Econômico', 'Valor economico', 'SUMMIT VALOR ECONÔMICO', 'SUMMIT Brasil - Estados Unidos', 'Tarifas', 'Trump', 'Donald Trump', 'Álvaro Campos', 'Dario Durigan', 'Ministério da Fazenda', 'secretário-executivo do Ministério da Fazenda', 'Governo Federal']",151000,False,19768414,5074
3ybENNdWd3A,"Brasil deve ter papel de protagonismo no momento de transição global, diz Citi Brasil","O CEO do Citi no Brasil, Marcelo Marangon, afirmou que o país tem algumas oportunidades em meio ao cenário global de transição, tanto energética, quanto de relações diplomáticas e de novas tecnologias. A declaração foi dada durante o Summit Brazil-USA, promovido pelo Valor em Nova York. LEIA MAIS: https://valor.globo.com/brasil/summit-brazil-usa/noticia/2025/05/14/summit-brazil-usa-evento-do-valor-em-ny-discute-relacoes-entre-eua-e-brasil.ghtml",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-15T22:32:57Z,36,2,0,152,"['Valor Econômico', 'Valor economico', 'SUMMIT VALOR ECONÔMICO', 'SUMMIT Brasil - Estados Unidos', 'Álvaro Campos', 'Marcelo Marangon', 'Citi Brasil', 'Citi']",151000,False,19768414,5074
-4bYVRP-RKU,"Brasil não pode perder atual oportunidade em inteligência artificial, diz CEO da Prosus","""O Brasil é especialista em perder oportunidades, perdemos muitas nos últimos 50, 300 anos. Essa oportunidade da IA é uma que não podemos perder. A tecnologia criou muito valor nos EUA, na China, e o Brasil pode fazer muito mais"". A declaração foi dada durante o Summit Brazil-USA, promovido pelo Valor em Nova York. Bloisi é o vencedor do Person of The Year 2025.
LEIA MAIS: https://valor.globo.com/brasil/summit-brazil-usa/noticia/2025/05/14/summit-brazil-usa-evento-do-valor-em-ny-discute-relacoes-entre-eua-e-brasil.ghtml",Valor Econômico,UC48mLXk1ASg1EQbaS3MheWQ,2025-05-15T22:27:58Z,78,5,0,232,"['Valor Econômico', 'Valor economico', 'SUMMIT VALOR ECONÔMICO', 'SUMMIT Brasil - Estados Unidos', 'Álvaro Campos', 'Fabricio Bloisi', 'Prosus']",151000,False,19768414,5074
